-15.2674761	14.1112938
-15.5547428	13.8702488
-10.6492853	8.02415276
-10.3742962	8.27982998
-13.256609	15.7986116
-11.2457428	17.4859295
-10.9584761	17.7269745
-13.497654	16.0858784
-11.1995211	18.0142403
-15.7957878	14.1575155
-6.35256338	11.6544647
-7.95377874	4.8117733
-3.3616643	5.62572432
-4.47233534	10.9619312
-2.39468479	9.15254498
-8.35276413	14.0382109
-8.0654974	14.2792568
-5.62967014	14.2792568
-3.71066236	14.2792568
0		0
0		3.0999999
-7.95377874	0
0		10.1000004
0		14.2792568
-8.07152271	13.7030411
-7.72846889	14.2792568
7.95377874	0
7.95377874	4.8117733
3.36518693	5.63796234
4.51638365	11.1206274
3.64992309	14.2792568
2.39424443	9.15295792
6.35256338	11.6544647
5.97647572	11.5234137
10.3742962	8.27982998
10.6530542	8.02864456
5.52354383	14.2792568
8.09068394	13.7258759
7.77024078	14.2792568
15.5085211	14.3985605
15.2674761	14.1112938
15.7957878	14.1575155
8.35276413	14.0382109
8.0654974	14.2792568
13.497654	16.0858784
11.1995211	18.0142403
13.256609	15.7986116
11.2457428	17.4859295
10.9584761	17.7269745
-15.1469784	13.3842945
-14.739212	12.8983374
-14.3314457	12.4123802
-13.9236784	11.9264221
-13.5159054	11.4404573
-13.108119	10.9544764
-12.7002945	10.4684505
-12.2921934	9.98209381
-11.8834324	9.49495125
-11.4737654	9.00672913
-11.062892	8.51706982
-10.7792473	8.76243114
-11.1874456	9.24890327
-11.5961933	9.73602962
-12.0046978	10.222867
-12.4128513	10.7092848
-12.8207779	11.1954336
-13.2286091	11.6814671
-13.6363993	12.1674528
-14.0441742	12.6534204
-14.4519434	13.1393805
-14.8597107	13.6253386
-14.6050253	14.6671562
-13.9603653	15.2080898
-12.8097496	16.1735706
-11.9160309	16.9234905
-11.1499863	17.5662766
-11.0542316	17.6466255
-13.7519379	15.872509
-14.2604551	15.4458122
-14.8280163	14.9695721
-15.3774424	14.5085487
-11.3532867	17.8852158
-11.5334721	17.7340221
-11.8506804	17.4678535
-12.5218887	16.9046421
-6.67146778	11.3868723
-7.01488638	11.0987101
-7.37044811	10.8003588
-7.73629665	10.4933748
-8.1179781	10.1731062
-8.49316597	9.8582859
-8.86887836	9.54302597
-9.24424267	9.22805786
-9.61875629	8.91380405
-9.99334812	8.59948349
-10.2257833	7.51944304
-9.79888058	7.01067972
-9.37225056	6.50224161
-8.939538	5.9865551
-8.48334599	5.44288635
-7.31438971	4.91038275
-6.76846218	4.95723343
-6.23527908	5.02130985
-5.72345829	5.09947157
-5.23703957	5.18807983
-4.75473881	5.28736305
-4.29371548	5.38744831
-3.83359265	5.4927187
-3.42305374	5.87013435
-3.47258973	6.16282701
-3.49722362	6.46061993
-3.49638414	6.75905466
-3.46915841	7.06361628
-3.41509175	7.36625576
-3.33059978	7.67568827
-3.21382856	7.98611212
-3.06262469	8.29420471
-2.87489128	8.59624672
-2.65082455	8.88541698
-4.80545712	11.0482855
-5.17524481	11.1402798
-5.56160736	11.2728052
-5.95567799	11.4623899
-2.55831099	9.34409904
-2.74023724	9.5175333
-2.92388749	9.70166302
-3.10692024	9.89682865
-3.29996395	10.1026773
-3.49906564	10.3080521
-3.70716286	10.5043488
-3.93423128	10.7070913
-4.19047356	10.8968897
-8.25700855	14.1185598
-8.16125298	14.1989079
-8.47878075	14.7717886
-8.89206314	15.2643204
-9.30534554	15.7568512
-9.71862793	16.249382
-10.1319103	16.7419128
-10.5451927	17.2344437
-10.8324594	16.9933968
-10.4191761	16.5008659
-10.0058937	16.0083351
-9.59261131	15.5158043
-9.17932892	15.0232735
-8.76604652	14.5307426
-5.71081352	13.4339314
-6.08242035	12.6210241
-4.16907024	11.9806194
-3.87660527	13.0749454
-4.21474457	14.2792568
-4.63283968	14.2792568
-4.9739418	14.2792568
-5.31935215	14.2792568
-7.13721848	0
-6.29434347	0
-5.42653847	0
-4.63825464	0
-3.95623994	0
-3.37964129	0
-2.84560895	0
-2.34388542	0
-1.86203051	0
-1.39086139	0
-0.92503196	0
-0.461721659	0
-0.000468299	0.463842839
-0.002176292	0.92502737
-0.002087876	1.37996554
-0.001162872	1.8253088
-0.000154398	2.25756454
0.000439103	2.67309427
-0.293746531	3.11234856
-0.58235842	3.14878893
-0.862218142	3.207865
-1.13069463	3.28767014
-1.38625717	3.38623405
-1.62813687	3.50174713
-1.8563		3.63282108
-2.0708921	3.77840352
-2.27216291	3.93780613
-2.46008348	4.11042404
-2.6339972	4.29520988
-2.79350615	4.49136925
-2.93870115	4.69893837
-3.06916595	4.91767406
-3.18384624	5.14634132
-3.28158784	5.38296223
-7.95377874	4.35328197
-7.95377874	3.85413241
-7.95377874	3.32066846
-7.95377874	2.74958539
-7.95377874	2.13404894
-7.95377874	1.46766055
-7.95377874	0.750516951
-0.520661771	14.2792568
-1.0494262	14.2792568
-1.56801403	14.2792568
-2.10267711	14.2792568
-2.65558815	14.2792568
-3.21870422	14.2792568
-2.11970687	9.38511086
-1.82966852	9.58367443
-1.53268695	9.74656487
-1.2312063	9.87629795
-0.925705731	9.97536182
-0.617634594	10.0450726
-0.308607042	10.0863676
0.002426436	10.4791746
0.002510443	10.850709
0.002600543	11.2217321
0.002350383	11.6023149
0.001873881	11.9978485
0.001667455	12.3937111
0.001536161	12.8068848
0.001436159	13.2477369
0.001235068	13.7343578
-7.91729736	13.8791075
-7.79752254	14.0745382
-7.76733589	13.3405256
-7.40052795	12.9033804
-6.95120001	12.3678923
-6.27103186	14.2792568
-6.82195854	14.2792568
-7.30759096	14.2792568
3.28342724	5.38793325
3.18606162	5.15120316
3.07288575	4.92447853
2.94434261	4.70768738
2.80087709	4.50116968
2.64299178	4.30552959
2.47129297	4.12155056
2.28603673	3.94971013
2.08702111	3.79031277
1.87350571	3.64365482
1.64485669	3.51059127
1.40095639	3.3926146
1.14210892	3.29158831
0.869677663	3.20976973
0.586106598	3.14942336
0.294826537	3.11243963
0.466738552	0
0.931804419	0
1.39759028	0
1.86753047	0
2.34715438	0
2.84745193	0
3.37981153	0
3.95423222	0
4.63382006	0
5.42109299	0
6.28901911	0
7.13249063	0
7.95377874	0.742374182
7.95377874	1.45528257
7.95377874	2.12245059
7.95377874	2.74199557
7.95377874	3.31788707
7.95377874	3.85497284
7.95377874	4.35569286
7.31369305	4.90960026
6.7551918	4.96243286
6.23500156	5.01980114
5.72823429	5.09466457
5.2409873	5.18255472
4.75610018	5.28406286
4.29362488	5.38865471
3.8338294	5.50462627
2.55642891	9.34684181
2.73927164	9.51887512
2.93073654	9.70170975
3.110111	9.89944935
